Index,Entry Word,Part of Speech,Affix,Definition
942,fajtumno,adj m,,fajta
943,fakultno,adj m,,fakó
944,falo,n m,-i/-os-,fal
945,farkašeskro,adj m,,farkas-
946,farkaši,n m,-ivja/-is-,farkas
947,farmo,n m,-i/-os-,"farm, tanya"
948,februári,n m,-ivja/-is-,február
949,fečka,n f,-i/-a-,fecske
950,fedelo,n m,-i/-os-,fedél
951,feder,adv,,1. jobban 2. főleg
952,feder kámel,v phr tr,,jobban szeret
953,fedínel,v tr,-d-/-d-,befed
954,fejlestínel,v tr,-d-/-d-,fejleszt
955,fejletno,adj m,,fejlett
956,fejlődéši,n m,-ivja/-is-,fejlődés
957,fejlődínel,v itr,-d-/-d-,fejlődik
958,feladato,n m,-i/-os-,feladat
959,feleléšno,adj m,,felelős
960,felelínel,v tr/itr,-d-/-d-,"1. felel 2. felel, megfelel 3. megfelel"
961,felelőšígo,n m,-i/-os-,felelősség
962,felhó,n m,-óvi/-ós-,felhő
963,felnétno,adj m,,felnőtt
964,felo,n m,-i/-os-,"oldal, fele (vminek)"
965,felületo,n m,-i/-os-,felület
966,feňegetéši,n m,-ivja/-is-,fenyegetés
967,feňegetínel,v tr,-d-/-d-,"fenyeget, megfenyeget"
968,féňešítínel,v tr,-d-/-d-,fényesít
969,féňképési,n m,-ivja/-is-,fényképész
970,féňképezínel,v tr,-d-/-d-,fényképez
971,féňképi,n m,-ivja/-is-,fénykép
972,féňo,n m,-i/-os-,fény
973,feňőviko kašt,n phr m,,fenyőfa
974,fére,adv loc,,félre
975,fére,part vb pref,,félre
976,fére ispídel,v tr,"-ind-, -l-/-ind-, -l-",félretol
977,fére vezetínel,v tr,-d-/-d-,félrevezet
978,feštínel,v tr,-d-/-d-,1. fest 2. megfest
979,feštó,n m,-óvi/-ós-,festő
980,fetrengínel,v itr,-d-/-d-,fetreng
981,ficko,n m,-i/-os-,fészek
982,fiďelínel,v tr,-d-/-d-,"1. figyel 2. megfigyel 3. vigyáz, ügyel"
983,fiďelmeztetínel,v tr,-d-/-d-,figyelmeztet
984,figgínel,v,-d-/-d-,függ
985,fijóka,n f,-i/-a-,fiók
986,filéri,n m,-ivja/-is-,fillér
987,filmo,n m,-i/-os-,film
988,fímo,n m,-i/-os-,fém
989,finomno,adj m,,"finom, illedelmes"
990,firhango,n m,-i/-os-,függöny
991,firísi,n m,-ivja/-is-,fűrész
992,firislínel,v tr,-d-/-d-,fűrészel
993,fištelimo mas,n phr m,,füstölthús
994,fítínel,v tr,-d-/-d-,fűt
995,fiťkáláši,n m,-ivja/-is-,fütty
996,fiťkálínel,v itr,-d-/-d-,fütyül
997,fizeččégo,n m,-i/-os-,"fizetség, bér"
998,fizetéši,n m,-ivja/-is-,fizetés
999,foďínel,v itr,-d-/-d-,"fogy, elfogy"
1000,fodrási,n f,-ivja/-i-,fodrász
1001,fodráskiňa,n f,-i/-a-,fodrásznő
1002,fogadínel,v tr,-d-/-d-,"fogad, elfogad"
1003,fogadó,n m,-óvi/-ós-,fogadó
1004,fogjo,n m,-i/-os-,"fogoly, elítélt"
1005,foglalimo,adj m,,1. foglalt 2. elfoglalt
1006,foglalkozínel,v tr,-d-/-d-,foglalkozik
1007,fogó,n m,-óvi/-ós-,harapófogó
1008,fogorvoši,n m,-ivja/-is-,fogorvos
1009,fojékoňno,adj m,,folyékony
1010,fojínel,v itr,-d-/-d-,folyik
1011,fojó,n m,-óvi/-ós-,folyó
1012,fojošó,n m,-óvi/-ós-,folyosó
1013,fojtatínel,v tr,-d-/-d-,folytat
1014,foko,n m,-i/-os-,fok
1015,főleg,adv,,főleg
1016,fontošno,adj m,,fontos
1017,fóráši,n m,-ivja/-is-,forrás
1018,fórastínel,v tr,-d-/-d-,forraszt
1019,fordítínel,v tr,-d-/-d-,fordít
1020,fordulato,n m,-i/-os-,fordulat
1021,fóriko,adj m,,városi
1022,fórínel,v itr,-d-/-d-,forr
1023,forinto,n m,-i/-os-,forint
1024,forma,n f,-i/-a-,forma
1025,fóro,n m,-a/-es-,"1. város 2. piac, vásár"
1026,forómno,adj m,,forró
1027,fóroskro kher,n phr m,,városháza
1028,forralínel,v tr,-d-/-d-,forral
1029,forráši,n m,-ivja/-is-,forrás
1030,fővároši,n m,-ivja/-is-,főváros
1031,francijaorságo,n m,-i/-os-,Franciaország
1032,franti,n m pl,,"nemzetség, fajta"
1033,frišno,adj m,,friss
1034,függetlenno,adj m,,független
1035,fújtató,n m,-óvi/-ós-,fújtató
1036,furčán,adv mod,,furcsán
1037,furčašágo,n m,-i/-os-,furcsaság
1038,furčavo,adj m,,furcsa
1039,fürdősoba,n f,-i/-a-,fürdőszoba
1040,fúrínel,v tr,-d-/-d-,fúr
1041,furt,adv mod,,"állandóan, folyamatosan, mindig"
1042,furton,adv mod,,"állandóan, folyamatosan, mindig"
1043,furuja,n f,-i/-a-,furulya
1044,furumno,adj m,,forró
1045,fűserezínel,v tr,-d-/-d-,fűszerez
1046,fűseri,n m,-ivja/-is-,"fűszernövény, gyógynövény"
1047,fűtéši,n m,-ivja/-is-,fűtés
1048,fűziko kašt,n phr m,,fűzfa
1049,gabona,n f,-i/-a-,gabona
1050,gad,n m,-a/-es-,ing
1051,gáda,n m pl,,ruha
1052,gádengro aňago,n phr m,,ruhaanyag
1053,gádžengro,adj m,,nem cigány
1054,gádži,n f,"-a, -ja/-a-, -ja-",1. nő 2. parasztasszony
1055,gádžo,n m,-e/-es-,1. férfi 2. parasztember
1056,gágogínel,v itr,-d-/-d-,gágog
1057,gango,n m,-i/-os-,gang
1058,garudo,adj m,,"rejtett, elrejtett"
1059,garúl,v tr,,"1. rejt, elrejt, dug, eldug 2. őriz, megőriz"
1060,garúl pe,v itr,,"elbújik, elrejtőzik"
1061,garúvel,v tr,-d-/-d-,"1. rejt, elrejt, dug, eldug 2. őriz, megőriz"
1062,garúvel pe,v itr,,"elbújik, elrejtőzik"
1063,garuvkérel,v tr,-d-/-d-,"rejteget, dugdos"
1064,garuvkérel pe,v itr,,"bujkál, rejtőszködik"
1065,gav,n m,-a/-es-,falu [«gávendar gávende» - faluról falura]
1066,gaveskro,adj m,,falusi
1067,gavuno,adj m,,falusi
1068,gavutno,adj m,,"vidéki, falusi"
1069,gazda,n m,-i/-as-,gazda
1070,gazdašágo,n m,-i/-os-,gazdaság
1071,gazdašágošno,adj m,,gazdaságos
1072,gazdassoňa,n f,-i/-a-,gazdasszony
1073,gazo,n m,-i/-os-,"dudva, gaz"
1074,gázo,n m,-i/-os-,gáz
1075,geckínel,v tr,-d-/-d-,csiklandoz
1076,genderne bálengro,adj m,,göndörhajú
1077,geňňešno,adj m,,gennyes
1078,geňňo,n m,-i/-os-,genny
1079,gépo,n m,-i/-os-,gép
1080,gerálípe,n m,—/-ípes-,rüh
1081,gerálo,adj m,,rühes
1082,gerčelínel,v itr,-d-/-d-,görcsöl
1083,gerebja,n f,-i/-a-,gereblye
1084,gerebjézínel,v tr,-d-/-d-,gereblyéz
