Index,Entry Word,Part of Speech,Affix,Definition
709,každo dyvês,adv phr,,daily
710,každo kurko,adv phr,,weekly
711,ke,prep,,1. to 2. toward(s)
712,ke amarê časy,adv phr,,hitherto
713,keda pora,adv phr,,in the meantime
714,kedava,adv temp,,previously
715,kedêl,v tr,,"pick, collect"
716,kedy,pron int,,when
717,kedy,conj,,when
718,kedy … na,pron,,whenever
719,kedy-nibuď,adv,,1. ever 2. someday
720,kemo,n m,,court
721,keravêl,v tr,,"cook (sth.), boil (sth.)"
722,keravêl-pê,v itr,,be cooked
723,kerêl,v tr,,1. do 2. produce 3. act
724,kerêl bughlêdîr,v phr tr,,"widen, expand"
725,kerêl butî,v phr tr,,work
726,kerêl dukhandês,v phr tr,,hurt (so.)
727,kerêl lokhedîr,v phr tr,,ease
728,kerêl naghojnês,v phr tr,,harm
729,kerêl sabêna,v phr itr,,joke
730,kerêl tîknêdîr,v phr tr,,"lessen, reduce, decrease"
731,kerêl zêlêno,v phr tr,,make green
732,kerêl-pê,v itr,,occur
733,keribê,n m,,action
734,keribê,n m,,act
735,keŕol,v itr,,be boiled
736,ketanê,adv,,together
737,kful,n m,,"dung, excrement"
738,kham,n m,,sun
739,khamêskiro švjatluma,n phr m,,sunshine
740,khamitko,adj,,sunny
741,khand,n f,,stench
742,khandêl,v itr,,stink
743,khanduno,adj m,,rancid
744,khangiri,n f,,church
745,kharêl,v tr,,1. call 2. invite
746,kharêl ghoňč,v phr itr,,sigh
747,kharêl-pê,v itr,,be called
748,khas,n m,,hay
749,khelêl,v itr,,dance
750,khelîbê,n m,,dance
751,kher,n m,,building
752,kher,n m,,house
753,kher,n m,,flat
754,kheratuno,adj m,,domestic
755,kherê,adv loc,,1. home 2. at home
756,kherêskri xulanî,n phr f,,landlady (public house)
757,kherêskro xulaj,n phr m,,landlord (public house)
758,kherêstê,adv loc,,1. from home 2. out of the house
759,khino,adj m,,tired
760,khiňol,v itr,,get tired
761,khosa,n f,,scythe
762,khosêl,v tr,,wipe
763,khosinêl,v tr,,mow
764,khuro,n m,,stallion
765,khuroro,n m,,foal
766,khuvêl,v tr,,"knit, weave"
767,kicy,pron int,,how much
768,kicy koštynêl,adv phr,,how much
769,kicy molo,adv phr,,several times
770,kilometro,n m,,kilometre
771,kinêl,v tr,,"buy, purchase"
772,kinêl-pê,v itr,,shop
773,kinîbê,n m,,buying
774,kir,n f,,ant
775,kiral,n m,,cheese
776,kirko,adj m,,bitter
777,kirlo,n m,,throat
778,kirmo,n m,,worm
779,kirno,adj m,,rotten
780,kirňol,v itr,,"rot, fester"
781,kisîg,n f,,pocket
782,kľašňa,n f,,trouser leg
783,klîdîn,n m,,key
784,kľučinêl,v tr,,plug
785,kniga,n f,,book
786,kofta,n f,,blouse
787,koldra,n f,,blanket
788,kolîn,n m,,"breast, chest (anat.)"
789,kolkico,n m,,"peg, tent peg"
790,komaro,n m,,mosquito
791,komnata,n f,,room
792,kompanija,n f,,company
793,kompjutoro,n m,,computer
794,kon,pron int,,who
795,kon … na,pron,,whoever
796,kon-nibuď,pron indef,,anybody
797,končinêl,v tr,,"finish, complete"
798,konco,n m,,end
799,konco po konco,adv phr,,finally
800,konêskiro,pron int,,whose
801,konêšno,adv,,"of course, naturally"
802,kopačka,n f,,hoe
803,kopita,n f,,hoof
804,kopo,n m,,grave
805,kora,n f,,bark
806,korako,n m,,"crow, raven"
807,korêňo,n m,,root
808,korito,n m,,trough
809,korminêl,v tr,,"feed, nourish"
810,kororo,adj m,,blind
811,koruna,n f,,crown
812,košêl,v tr,,scold
813,košêl-pê,v itr,,"curse, quarrel"
814,košo,n m,,1. basket 2. handle
815,koštînêl,v itr,,"cost, be worth"
816,koštînêl,v tr,,taste
817,kotka,n f,,cat
818,koto,n m,,tomcat
819,kovali,n m,,blacksmith
820,kovanca,n f,,anvil
821,kovľakirêl,v tr,,soften (sth.)
822,kovľakirêl-pê,v itr,,"soften, become soft"
823,kovlo,adj m,,soft
824,kovro,n m,,carpet
825,krali,n m,,king
826,kralica,n f,,queen
827,krama,n f,,shop
828,krêco,adj m,,curly-haired
829,krêncînêl,v tr,,"roll, spin, turn"
830,krênica,n f,,spring (of water)
831,kroliko,n m,,rabbit
832,krome,conj,,except
833,krome dalêske,adv phr,,besides
834,kronglo,adj,,round
835,kroška,n f,,crumb
836,krotko,adj,,"short, mild"
837,krugo,n m,,circle
838,kruko,n m,,hook
839,kšil,n m,,butter
840,kuč,adj,,"expensive, valuable, dear"
841,kuča,n f,,heap
842,kučibê,n m,,value
843,kučik,n f,,"cup, mug"
844,kudaxtînêl,v itr,,cackle
845,kukalo,n m,,bone
846,kuko,n m,,cuckoo
847,kukuruza,n f,,"corn, sweet corn"
848,kulako,n m,,fist
849,kuľko,n m,,jacket
850,kuľturno,adj,,polite
851,kuna,n f,,cradle
852,kuninêl,v tr,,swing
853,kunto,n m,,corner
854,kurinêl,v itr,,"smoke (pipe, cigarette)"
855,kurke,adv temp,,on Sunday(s)
856,kurkitko,adj,,weekly
857,kurko,n m,,1. week 2. Sunday
858,kurtka,n f,,sack coat
859,kušêl,v tr,,rip
860,kušêl-pê,v itr,,tear
861,kuso,n m,,piece
862,kutêdyr,adj indef,,"less, fewer"
863,kuťkinêl,v tr,,tickle
864,kutori,pron indef,,a little
865,kutori,adv,,somewhat
866,kuty,adj indef,,little
